利斯特菌脑膜炎,Treatment_of_department,急诊科
小儿脑膜炎球菌性肾上腺综合征,Treatment_of_department,儿科
小儿脑膜炎球菌性肾上腺综合征,Treatment_of_department,急诊科
性欲亢进,Treatment_of_department,生殖健康
性欲亢进,Treatment_of_department,心理咨询
性欲亢进,Treatment_of_department,男科
无机磷中毒,Treatment_of_department,消化内科
无机磷中毒,Treatment_of_department,急诊科
葡萄球菌中毒性休克综合征,Treatment_of_department,呼吸内科
葡萄球菌中毒性休克综合征,Treatment_of_department,急诊科
原发性阿米巴脑膜脑炎,Treatment_of_department,神经内科
原发性阿米巴脑膜脑炎,Treatment_of_department,传染科
原发性阿米巴脑膜脑炎,Treatment_of_department,急诊科
男性不育,Treatment_of_department,生殖健康
男性不育,Treatment_of_department,男科
子宫内膜异位症,Treatment_of_department,妇科
子宫内膜异位症,Treatment_of_department,生殖健康
不孕症,Treatment_of_department,生殖健康
不孕症,Treatment_of_department,妇科
性冷淡,Treatment_of_department,生殖健康
小儿霉甘蔗中毒,Treatment_of_department,儿科
小儿霉甘蔗中毒,Treatment_of_department,急诊科
宫外孕,Treatment_of_department,产科
宫外孕,Treatment_of_department,妇科
宫外孕,Treatment_of_department,生殖健康
生殖器疱疹,Treatment_of_department,性病科
生殖器疱疹,Treatment_of_department,传染科
生殖器疱疹,Treatment_of_department,生殖健康
乙酰苯胺类中毒,Treatment_of_department,消化内科
乙酰苯胺类中毒,Treatment_of_department,急诊科
细菌性阴道炎,Treatment_of_department,妇科
细菌性阴道炎,Treatment_of_department,生殖健康
包皮龟头炎,Treatment_of_department,男科
包皮龟头炎,Treatment_of_department,泌尿外科
包皮龟头炎,Treatment_of_department,生殖健康
艾滋病,Treatment_of_department,传染科
艾滋病,Treatment_of_department,性病科
艾滋病,Treatment_of_department,生殖健康
羰基镍中毒,Treatment_of_department,呼吸内科
羰基镍中毒,Treatment_of_department,急诊科
小儿阿托品类中毒,Treatment_of_department,急诊科
早泄,Treatment_of_department,男科
早泄,Treatment_of_department,生殖健康
早泄,Treatment_of_department,中医科
阴茎前阴囊,Treatment_of_department,男科
阴茎前阴囊,Treatment_of_department,生殖健康
外伤性胆管损伤,Treatment_of_department,肝胆外科
外伤性胆管损伤,Treatment_of_department,急诊科
阳痿,Treatment_of_department,男科
阳痿,Treatment_of_department,生殖健康
粗制棉子油中毒,Treatment_of_department,消化内科
粗制棉子油中毒,Treatment_of_department,急诊科
枢椎齿突骨折,Treatment_of_department,骨科
枢椎齿突骨折,Treatment_of_department,急诊科
枢椎齿突骨折,Treatment_of_department,中医科
氯喹中毒,Treatment_of_department,消化内科
氯喹中毒,Treatment_of_department,急诊科
小儿播散性脂肪肉芽肿综合征,Treatment_of_department,皮肤科
小儿播散性脂肪肉芽肿综合征,Treatment_of_department,儿科
小儿播散性脂肪肉芽肿综合征,Treatment_of_department,急诊科
铜绿色假单胞菌脑膜炎,Treatment_of_department,神经内科
铜绿色假单胞菌脑膜炎,Treatment_of_department,急诊科
猛兽伤,Treatment_of_department,急诊科
猛兽伤,Treatment_of_department,中医科
小儿出血性休克和脑病综合征,Treatment_of_department,儿科
小儿出血性休克和脑病综合征,Treatment_of_department,内科
小儿出血性休克和脑病综合征,Treatment_of_department,急诊科
小儿触电与雷击,Treatment_of_department,儿科
小儿触电与雷击,Treatment_of_department,急诊科
小儿触电与雷击,Treatment_of_department,烧伤科
砷化氢引起的溶血性贫血,Treatment_of_department,血液科
砷化氢引起的溶血性贫血,Treatment_of_department,急诊科
胎肥,Treatment_of_department,中医科
婴儿肉毒中毒综合征,Treatment_of_department,儿科
婴儿肉毒中毒综合征,Treatment_of_department,神经内科
婴儿肉毒中毒综合征,Treatment_of_department,急诊科
杜波组织胞浆菌病,Treatment_of_department,皮肤科
杜波组织胞浆菌病,Treatment_of_department,传染科
小儿水杨酸盐类中毒,Treatment_of_department,急诊科
小儿片吸虫病,Treatment_of_department,儿科
小儿片吸虫病,Treatment_of_department,传染科
克里米亚-刚果出血热,Treatment_of_department,传染科
溶组织内阿米巴病,Treatment_of_department,传染科
湄公血吸虫病,Treatment_of_department,消化内科
湄公血吸虫病,Treatment_of_department,传染科
湄公血吸虫病,Treatment_of_department,急诊科
致肠细胞病变人孤儿病毒感染,Treatment_of_department,呼吸内科
致肠细胞病变人孤儿病毒感染,Treatment_of_department,传染科
委内瑞拉马脑炎,Treatment_of_department,神经内科
委内瑞拉马脑炎,Treatment_of_department,传染科
棘阿米巴性巩膜炎,Treatment_of_department,眼科
棘阿米巴性巩膜炎,Treatment_of_department,传染科
棉子中毒,Treatment_of_department,消化内科
棉子中毒,Treatment_of_department,急诊科
腹腔肺吸虫病,Treatment_of_department,心胸外科
腹腔肺吸虫病,Treatment_of_department,传染科
立氏立克次体斑疹热,Treatment_of_department,传染科
立氏立克次体斑疹热,Treatment_of_department,急诊科
战壕热,Treatment_of_department,传染科
战壕热,Treatment_of_department,中医科
女性阳虚,Treatment_of_department,中医科
女性阳虚,Treatment_of_department,中西医结合科
走哺,Treatment_of_department,中医科
疫黄,Treatment_of_department,中医科
肉痹,Treatment_of_department,中医科
天柱倒,Treatment_of_department,中医科
暑瘵,Treatment_of_department,中医科
六瘤,Treatment_of_department,中医科
振栗,Treatment_of_department,中医科
肢骨纹状肥大,Treatment_of_department,骨科
肢骨纹状肥大,Treatment_of_department,中西医结合科
肝性胸腔积液,Treatment_of_department,呼吸内科
肝性胸腔积液,Treatment_of_department,心胸外科
吐失,Treatment_of_department,中医科
吐失,Treatment_of_department,消化内科
小儿发育性髋脱位,Treatment_of_department,骨科
小儿发育性髋脱位,Treatment_of_department,儿科
耻骨结核,Treatment_of_department,骨科
耻骨结核,Treatment_of_department,传染科
咽后壁憩室,Treatment_of_department,耳鼻喉科
咽后壁憩室,Treatment_of_department,外科
脐尿管囊肿及脐尿管瘘,Treatment_of_department,泌尿外科
脐尿管囊肿及脐尿管瘘,Treatment_of_department,儿科
α1-抗胰蛋白酶缺乏症,Treatment_of_department,肝胆外科
α1-抗胰蛋白酶缺乏症,Treatment_of_department,肝病
腕关节结核,Treatment_of_department,骨科
肠伤寒穿孔,Treatment_of_department,胃肠外科
肠伤寒穿孔,Treatment_of_department,消化内科
小螺菌感染,Treatment_of_department,皮肤科
小螺菌感染,Treatment_of_department,传染科
二尖瓣和主动脉瓣的疾患,Treatment_of_department,心血管内科
二尖瓣和主动脉瓣的疾患,Treatment_of_department,心胸外科
二尖瓣和主动脉瓣的疾患,Treatment_of_department,血管外科
瘴疟,Treatment_of_department,中医科
瘴疟,Treatment_of_department,传染科
鄂木斯克出血热,Treatment_of_department,传染科
脊椎外伤,Treatment_of_department,骨科
脊椎外伤,Treatment_of_department,脑外科
荚膜组织胞浆菌病,Treatment_of_department,皮肤科
荚膜组织胞浆菌病,Treatment_of_department,传染科
骨包囊虫病,Treatment_of_department,骨科
骨包囊虫病,Treatment_of_department,传染科
苏格兰脑炎,Treatment_of_department,传染科
肾盏积水,Treatment_of_department,肾内科
肾盏积水,Treatment_of_department,泌尿外科
西方马型脑炎,Treatment_of_department,神经内科
西方马型脑炎,Treatment_of_department,传染科
急性感染性心内膜炎,Treatment_of_department,心血管内科
急性感染性心内膜炎,Treatment_of_department,心胸外科
椎弓结核,Treatment_of_department,骨科
椎弓结核,Treatment_of_department,传染科
巨吻棘头虫病,Treatment_of_department,消化内科
巨吻棘头虫病,Treatment_of_department,传染科
巨吻棘头虫病,Treatment_of_department,急诊科
小儿埃可及柯萨奇病毒感染,Treatment_of_department,儿科
小儿埃可及柯萨奇病毒感染,Treatment_of_department,血液科
小儿埃可及柯萨奇病毒感染,Treatment_of_department,传染科
透明丝孢霉病,Treatment_of_department,皮肤科
透明丝孢霉病,Treatment_of_department,传染科
小儿其他沙门菌感染,Treatment_of_department,儿科
小儿其他沙门菌感染,Treatment_of_department,传染科
肋锁综合征,Treatment_of_department,骨科
小儿肝炎再生障碍性贫血综合征,Treatment_of_department,儿科
小儿肝炎再生障碍性贫血综合征,Treatment_of_department,血液科
小儿肝炎再生障碍性贫血综合征,Treatment_of_department,肝炎
羌虫病,Treatment_of_department,传染科
小儿丁型病毒性肝炎,Treatment_of_department,肝炎
小儿丁型病毒性肝炎,Treatment_of_department,儿科
异尖线吸虫蚴移行症,Treatment_of_department,传染科
衣原体感染,Treatment_of_department,传染科
小儿埃博拉病毒病,Treatment_of_department,儿科
小儿埃博拉病毒病,Treatment_of_department,传染科
脱阳,Treatment_of_department,中医科
脱阳,Treatment_of_department,心血管内科
脱阳,Treatment_of_department,男科
生殖道肿瘤,Treatment_of_department,肿瘤科
生殖道肿瘤,Treatment_of_department,男科
生殖道肿瘤,Treatment_of_department,妇科
男科外伤,Treatment_of_department,男科
男科外伤,Treatment_of_department,泌尿外科
睾丸女性化,Treatment_of_department,内分泌科
睾丸女性化,Treatment_of_department,男科
前列腺异位,Treatment_of_department,男科
前列腺异位,Treatment_of_department,泌尿外科
嵌顿包茎,Treatment_of_department,泌尿外科
嵌顿包茎,Treatment_of_department,男科
中老年男子部分性雄激素缺乏综合征,Treatment_of_department,内分泌科
中老年男子部分性雄激素缺乏综合征,Treatment_of_department,男科
性功能异常伴发的精神障碍,Treatment_of_department,男科
性功能异常伴发的精神障碍,Treatment_of_department,心理咨询
性功能异常伴发的精神障碍,Treatment_of_department,精神病科
男性青春期发育延迟,Treatment_of_department,内分泌科
男性青春期发育延迟,Treatment_of_department,男科
阴茎阴囊象皮肿,Treatment_of_department,泌尿外科
阴茎阴囊象皮肿,Treatment_of_department,男科
阴茎折断,Treatment_of_department,泌尿外科
阴茎折断,Treatment_of_department,男科
阴茎折断,Treatment_of_department,生殖健康
先天性无阴道,Treatment_of_department,妇科
先天性无阴道,Treatment_of_department,生殖健康
无精症,Treatment_of_department,生殖健康
无精症,Treatment_of_department,男科
前庭大腺炎,Treatment_of_department,妇科
前庭大腺炎,Treatment_of_department,生殖健康
输精管堵塞,Treatment_of_department,生殖健康
输精管堵塞,Treatment_of_department,泌尿外科
输精管堵塞,Treatment_of_department,男科
染色体异常,Treatment_of_department,生殖健康
少精症,Treatment_of_department,生殖健康
少精症,Treatment_of_department,男科
非性病性梅毒,Treatment_of_department,传染科
非性病性梅毒,Treatment_of_department,性病科
非性病性梅毒,Treatment_of_department,儿科
男性生殖器畸形,Treatment_of_department,男科
男性生殖器畸形,Treatment_of_department,生殖健康
处女膜闭锁,Treatment_of_department,妇科
处女膜闭锁,Treatment_of_department,生殖健康
真两性畸形,Treatment_of_department,生殖健康
真两性畸形,Treatment_of_department,外科
不射精症,Treatment_of_department,男科
不射精症,Treatment_of_department,生殖健康
子宫脱垂,Treatment_of_department,妇科
子宫脱垂,Treatment_of_department,生殖健康
精囊囊肿,Treatment_of_department,男科
精囊囊肿,Treatment_of_department,生殖健康
男性生殖器外伤,Treatment_of_department,生殖健康
男性生殖器外伤,Treatment_of_department,外伤科
男性生殖器外伤,Treatment_of_department,泌尿外科
男性假两性畸形,Treatment_of_department,生殖健康
男性假两性畸形,Treatment_of_department,男科
男性假两性畸形,Treatment_of_department,外科
死精症,Treatment_of_department,生殖健康
死精症,Treatment_of_department,男科
阴道横隔,Treatment_of_department,妇科
阴道横隔,Treatment_of_department,生殖健康
前列腺囊肿,Treatment_of_department,男科
前列腺囊肿,Treatment_of_department,生殖健康
先天性睾丸发育不全,Treatment_of_department,泌尿外科
先天性睾丸发育不全,Treatment_of_department,男科
先天性睾丸发育不全,Treatment_of_department,生殖健康
双阴茎,Treatment_of_department,男科
双阴茎,Treatment_of_department,泌尿外科
双阴茎,Treatment_of_department,生殖健康
膀胱尿道异物,Treatment_of_department,泌尿外科
子宫性不孕,Treatment_of_department,生殖健康
睾丸损伤,Treatment_of_department,男科
睾丸损伤,Treatment_of_department,泌尿外科
睾丸损伤,Treatment_of_department,生殖健康
无排卵性不孕症,Treatment_of_department,生殖健康
无排卵性不孕症,Treatment_of_department,妇科
无排卵性不孕症,Treatment_of_department,中医科
阴茎扭转,Treatment_of_department,男科
阴茎扭转,Treatment_of_department,生殖健康
子宫畸形,Treatment_of_department,妇科
子宫畸形,Treatment_of_department,生殖健康
输卵管炎,Treatment_of_department,生殖健康
输卵管炎,Treatment_of_department,妇科
隐匿阴茎,Treatment_of_department,男科
隐匿阴茎,Treatment_of_department,泌尿外科
隐匿阴茎,Treatment_of_department,生殖健康
卵巢性不孕,Treatment_of_department,生殖健康
外阴阴道性不孕,Treatment_of_department,生殖健康
宫颈性不孕,Treatment_of_department,生殖健康
阴囊损伤,Treatment_of_department,泌尿外科
阴囊损伤,Treatment_of_department,男科
阴囊损伤,Treatment_of_department,生殖健康
两性畸形,Treatment_of_department,生殖健康
输卵管性不孕,Treatment_of_department,生殖健康
输卵管性不孕,Treatment_of_department,中医科
免疫性不孕,Treatment_of_department,生殖健康
霉菌性龟头炎,Treatment_of_department,男科
霉菌性龟头炎,Treatment_of_department,生殖健康
霉菌性龟头炎,Treatment_of_department,泌尿外科
阴茎离断伤,Treatment_of_department,男科
阴茎离断伤,Treatment_of_department,泌尿外科
阴茎离断伤,Treatment_of_department,生殖健康
蹼状阴茎,Treatment_of_department,男科
蹼状阴茎,Treatment_of_department,生殖健康
输卵管结核,Treatment_of_department,生殖健康
输卵管结核,Treatment_of_department,妇科
多睾症,Treatment_of_department,男科
多睾症,Treatment_of_department,泌尿外科
多睾症,Treatment_of_department,生殖健康
附睾畸形,Treatment_of_department,男科
附睾畸形,Treatment_of_department,泌尿外科
附睾畸形,Treatment_of_department,生殖健康
特纳综合征,Treatment_of_department,妇科
特纳综合征,Treatment_of_department,生殖健康
小儿戊型病毒性肝炎,Treatment_of_department,消化内科
小儿戊型病毒性肝炎,Treatment_of_department,肝炎
小儿戊型病毒性肝炎,Treatment_of_department,儿科
小儿乙型肝炎病毒相关肾炎,Treatment_of_department,肝炎
小儿乙型肝炎病毒相关肾炎,Treatment_of_department,肾内科
小儿丙型病毒性肝炎,Treatment_of_department,肝炎
小儿丙型病毒性肝炎,Treatment_of_department,儿科
等孢球虫病,Treatment_of_department,消化内科
等孢球虫病,Treatment_of_department,传染科
等孢球虫病,Treatment_of_department,急诊科
中毒性高铁血红蛋白血症,Treatment_of_department,血液科
中毒性高铁血红蛋白血症,Treatment_of_department,急诊科
集聚肠杆菌感染,Treatment_of_department,消化内科
集聚肠杆菌感染,Treatment_of_department,传染科
集聚肠杆菌感染,Treatment_of_department,急诊科
锑中毒,Treatment_of_department,急诊科
卫氏并殖吸虫病,Treatment_of_department,呼吸内科
卫氏并殖吸虫病,Treatment_of_department,消化内科
卫氏并殖吸虫病,Treatment_of_department,传染科
前臂动脉损伤,Treatment_of_department,骨科
前臂动脉损伤,Treatment_of_department,血管外科
前臂动脉损伤,Treatment_of_department,急诊科
敌鼠中毒,Treatment_of_department,消化内科
敌鼠中毒,Treatment_of_department,急诊科
新生儿休克,Treatment_of_department,儿科
新生儿休克,Treatment_of_department,急诊科
片吸虫病,Treatment_of_department,消化内科
片吸虫病,Treatment_of_department,传染科
片吸虫病,Treatment_of_department,急诊科
肝炎双重感染,Treatment_of_department,肝炎
桡骨茎突骨折,Treatment_of_department,骨科
桡骨茎突骨折,Treatment_of_department,中医科
桡骨茎突骨折,Treatment_of_department,急诊科
肝瘟,Treatment_of_department,肝炎
肝瘟,Treatment_of_department,中医科
胫骨后唇骨折,Treatment_of_department,骨科
胫骨后唇骨折,Treatment_of_department,中医科
胫骨后唇骨折,Treatment_of_department,急诊科
小儿嗜血性流行性感冒杆菌脑膜炎,Treatment_of_department,神经内科
小儿嗜血性流行性感冒杆菌脑膜炎,Treatment_of_department,儿科
小儿嗜血性流行性感冒杆菌脑膜炎,Treatment_of_department,急诊科
颈椎单侧及双侧小关节脱位,Treatment_of_department,骨科
颈椎单侧及双侧小关节脱位,Treatment_of_department,急诊科
颈椎单侧及双侧小关节脱位,Treatment_of_department,中医科
新生儿乙型肝炎,Treatment_of_department,儿科
新生儿乙型肝炎,Treatment_of_department,肝炎
新生儿乙型肝炎,Treatment_of_department,传染科
桡骨远端骨骺分离,Treatment_of_department,骨科
桡骨远端骨骺分离,Treatment_of_department,中医科
桡骨远端骨骺分离,Treatment_of_department,急诊科
真菌中毒症,Treatment_of_department,急诊科
肝炎后综合征,Treatment_of_department,肝炎
丁肝,Treatment_of_department,传染科
丁肝,Treatment_of_department,肝炎
肝结核,Treatment_of_department,消化内科
肝结核,Treatment_of_department,肝炎
肝结核,Treatment_of_department,传染科
急性乙肝,Treatment_of_department,肝炎
急性乙肝,Treatment_of_department,传染科
铜中毒引起的溶血性贫血,Treatment_of_department,血液科
铜中毒引起的溶血性贫血,Treatment_of_department,急诊科
急性黄疸型肝炎,Treatment_of_department,肝炎
急性黄疸型肝炎,Treatment_of_department,消化内科
急性黄疸型肝炎,Treatment_of_department,传染科
丙型肝炎病毒感染与肾小球肾炎,Treatment_of_department,肝炎
丙型肝炎病毒感染与肾小球肾炎,Treatment_of_department,传染科
肝炎,Treatment_of_department,肝炎
肝炎,Treatment_of_department,传染科
新生儿肝炎,Treatment_of_department,儿科
新生儿肝炎,Treatment_of_department,肝炎
金黄色葡萄球菌脑膜炎,Treatment_of_department,神经内科
金黄色葡萄球菌脑膜炎,Treatment_of_department,急诊科
铅中毒引起的溶血性贫血,Treatment_of_department,血液科
铅中毒引起的溶血性贫血,Treatment_of_department,急诊科
铍中毒,Treatment_of_department,呼吸内科
铍中毒,Treatment_of_department,急诊科
丙肝,Treatment_of_department,传染科
丙肝,Treatment_of_department,肝炎
小儿一氧化碳中毒,Treatment_of_department,急诊科
病毒性肝炎,Treatment_of_department,传染科
病毒性肝炎,Treatment_of_department,肝炎
病毒性肝炎,Treatment_of_department,中医科
甲肝,Treatment_of_department,传染科
甲肝,Treatment_of_department,肝炎
登革出血热,Treatment_of_department,传染科
登革出血热,Treatment_of_department,急诊科
烧伤脓毒症,Treatment_of_department,烧伤科
烧伤脓毒症,Treatment_of_department,急诊科
颈椎椎体楔形压缩骨折,Treatment_of_department,骨科
颈椎椎体楔形压缩骨折,Treatment_of_department,急诊科
颈椎椎体楔形压缩骨折,Treatment_of_department,中医科
创伤性肩关节后脱位,Treatment_of_department,骨科
创伤性肩关节后脱位,Treatment_of_department,中医科
创伤性肩关节后脱位,Treatment_of_department,急诊科
复孔绦虫病,Treatment_of_department,消化内科
复孔绦虫病,Treatment_of_department,传染科
复孔绦虫病,Treatment_of_department,急诊科
持续性枕横位难产,Treatment_of_department,产科
持续性枕横位难产,Treatment_of_department,急诊科
史密斯骨折,Treatment_of_department,骨科
史密斯骨折,Treatment_of_department,中医科
史密斯骨折,Treatment_of_department,急诊科
肩胛颈及肩胛盂骨折,Treatment_of_department,骨科
肩胛颈及肩胛盂骨折,Treatment_of_department,中医科
肩胛颈及肩胛盂骨折,Treatment_of_department,急诊科
持续性枕后位难产,Treatment_of_department,产科
持续性枕后位难产,Treatment_of_department,急诊科
小肠扭转,Treatment_of_department,胃肠外科
小肠扭转,Treatment_of_department,急诊科
螺菌病,Treatment_of_department,呼吸内科
螺菌病,Treatment_of_department,消化内科
螺菌病,Treatment_of_department,传染科
老年休克,Treatment_of_department,急诊科
农药中毒所致的精神障碍,Treatment_of_department,急诊科
农药中毒所致的精神障碍,Treatment_of_department,心理咨询
农药中毒所致的精神障碍,Treatment_of_department,精神病科
颈部勒伤,Treatment_of_department,急诊科
出血性休克和脑病综合征,Treatment_of_department,急诊科
妊娠性哮喘,Treatment_of_department,呼吸内科
妊娠性哮喘,Treatment_of_department,妇科
妊娠性哮喘,Treatment_of_department,急诊科
工业中毒所致的精神障碍,Treatment_of_department,急诊科
工业中毒所致的精神障碍,Treatment_of_department,心理咨询
工业中毒所致的精神障碍,Treatment_of_department,精神病科
溴氯菊酯中毒,Treatment_of_department,消化内科
溴氯菊酯中毒,Treatment_of_department,神经内科
溴氯菊酯中毒,Treatment_of_department,急诊科
颠茄碱类植物药物中毒,Treatment_of_department,神经内科
颠茄碱类植物药物中毒,Treatment_of_department,急诊科
千足虫灼伤,Treatment_of_department,皮肤科
千足虫灼伤,Treatment_of_department,急诊科
小儿急性呼吸衰竭,Treatment_of_department,呼吸内科
小儿急性呼吸衰竭,Treatment_of_department,儿科
小儿急性呼吸衰竭,Treatment_of_department,急诊科
医用药物中毒所致的精神障碍,Treatment_of_department,急诊科
医用药物中毒所致的精神障碍,Treatment_of_department,心理咨询
医用药物中毒所致的精神障碍,Treatment_of_department,精神病科
非洲锥虫病,Treatment_of_department,神经内科
非洲锥虫病,Treatment_of_department,传染科
非洲锥虫病,Treatment_of_department,急诊科
毒鱼刺伤,Treatment_of_department,皮肤科
毒鱼刺伤,Treatment_of_department,急诊科
创伤性肩关节前脱位,Treatment_of_department,骨科
创伤性肩关节前脱位,Treatment_of_department,中医科
创伤性肩关节前脱位,Treatment_of_department,急诊科
外伤后脑膨出,Treatment_of_department,脑外科
外伤后脑膨出,Treatment_of_department,急诊科
外伤后脑膨出,Treatment_of_department,神经内科
瑞列绦虫病,Treatment_of_department,消化内科
瑞列绦虫病,Treatment_of_department,传染科
瑞列绦虫病,Treatment_of_department,急诊科
士的宁中毒,Treatment_of_department,神经内科
士的宁中毒,Treatment_of_department,急诊科
新疆出血热,Treatment_of_department,传染科
新疆出血热,Treatment_of_department,急诊科
小儿肺炎链球菌脑膜炎,Treatment_of_department,神经内科
小儿肺炎链球菌脑膜炎,Treatment_of_department,儿科
小儿肺炎链球菌脑膜炎,Treatment_of_department,急诊科
羊膜腔感染综合征,Treatment_of_department,产科
羊膜腔感染综合征,Treatment_of_department,急诊科
高原适应不全症,Treatment_of_department,急诊科
高原适应不全症,Treatment_of_department,呼吸内科
三环类抗忧郁药中毒,Treatment_of_department,神经内科
三环类抗忧郁药中毒,Treatment_of_department,急诊科
强碱类中毒,Treatment_of_department,消化内科
强碱类中毒,Treatment_of_department,外伤科
强碱类中毒,Treatment_of_department,急诊科
颈部开放性损伤,Treatment_of_department,普外科
颈部开放性损伤,Treatment_of_department,急诊科
距骨骨折脱位,Treatment_of_department,骨科
距骨骨折脱位,Treatment_of_department,中医科
距骨骨折脱位,Treatment_of_department,急诊科
小儿砷中毒,Treatment_of_department,消化内科
小儿砷中毒,Treatment_of_department,内科
小儿砷中毒,Treatment_of_department,儿科
腹壁挫伤,Treatment_of_department,普外科
腹壁挫伤,Treatment_of_department,急诊科
链杆菌病,Treatment_of_department,呼吸内科
链杆菌病,Treatment_of_department,消化内科
链杆菌病,Treatment_of_department,血液科
水合氯醛中毒,Treatment_of_department,消化内科
水合氯醛中毒,Treatment_of_department,急诊科
其他弧菌感染,Treatment_of_department,消化内科
其他弧菌感染,Treatment_of_department,传染科
其他弧菌感染,Treatment_of_department,急诊科
农药中毒性肾病,Treatment_of_department,肾内科
农药中毒性肾病,Treatment_of_department,急诊科
中毒性紫癜,Treatment_of_department,血液科
中毒性紫癜,Treatment_of_department,中西医结合科
中毒性紫癜,Treatment_of_department,急诊科
骨产道异常性难产,Treatment_of_department,产科
骨产道异常性难产,Treatment_of_department,急诊科
腹部大血管损伤,Treatment_of_department,血管外科
腹部大血管损伤,Treatment_of_department,急诊科
腹部大血管损伤,Treatment_of_department,外伤科
肱骨上端骨骺分离,Treatment_of_department,骨科
肱骨上端骨骺分离,Treatment_of_department,中医科
肱骨上端骨骺分离,Treatment_of_department,急诊科
流感嗜血杆菌脑膜炎,Treatment_of_department,神经内科
流感嗜血杆菌脑膜炎,Treatment_of_department,急诊科
老年人感染性休克,Treatment_of_department,急诊科
酚类中毒,Treatment_of_department,消化内科
酚类中毒,Treatment_of_department,急诊科
肺毛霉病,Treatment_of_department,呼吸内科
肺毛霉病,Treatment_of_department,传染科
肺毛霉病,Treatment_of_department,急诊科
外伤性腹膜后出血或血肿,Treatment_of_department,普外科
外伤性腹膜后出血或血肿,Treatment_of_department,急诊科
外伤性腹膜后出血或血肿,Treatment_of_department,外伤科
小儿中毒型痢疾,Treatment_of_department,儿科
小儿中毒型痢疾,Treatment_of_department,消化内科
小儿中毒型痢疾,Treatment_of_department,急诊科
老年人心源性休克,Treatment_of_department,急诊科
可拉明中毒,Treatment_of_department,消化内科
可拉明中毒,Treatment_of_department,儿科
可拉明中毒,Treatment_of_department,急诊科
灭虫灵中毒,Treatment_of_department,消化内科
灭虫灵中毒,Treatment_of_department,急诊科
多房棘球蚴病,Treatment_of_department,消化内科
多房棘球蚴病,Treatment_of_department,传染科
多房棘球蚴病,Treatment_of_department,急诊科
椎体严重楔形变并伴小关节半脱位,Treatment_of_department,骨科
椎体严重楔形变并伴小关节半脱位,Treatment_of_department,急诊科
椎体严重楔形变并伴小关节半脱位,Treatment_of_department,中医科
免疫抑制药和抗癌药中毒性肾病,Treatment_of_department,肾内科
免疫抑制药和抗癌药中毒性肾病,Treatment_of_department,急诊科
小儿洋地黄中毒,Treatment_of_department,急诊科
小袋纤毛虫病,Treatment_of_department,消化内科
小袋纤毛虫病,Treatment_of_department,传染科
小袋纤毛虫病,Treatment_of_department,急诊科
小儿有机磷农药中毒,Treatment_of_department,消化内科
