name,detail,info_match
下睑带蒂旋转瓣再造术,一般用来修复上睑1/2睑长的缺损。  下睑带蒂旋转瓣的特点为它保留了下睑睑缘弓，再造的部位保持了睑各层正常组织，甚至保留了睫毛。,{'price': {'price': '￥5-￥360'}}
巩膜灼滤术,由于其术后并发症，如浅前房、、、内炎等发生率较高，因此已不常用。但由于其术后控制水平较低，所以适用于一些需要将眼压控制得较低的患者，如正常眼压性。,{'price': {'price': '￥1510'}}
鼻中膈穿孔缝合术,为了将穿孔的中隔进行缝合修补而进行的手术，称为。,{'price': {'price': '￥1000'}}
鼾症的手术疗法,多数的鼾症病人除鼾声过响外，还存在不同程度的憋气现象，即所谓阻塞性，出现一系列缺氧症状，易并发继发性和，有潜在致死的可能，对健康危害甚大。鼾症的发病机制以阻塞为主，所谓咽阻塞系指口咽部生理性异常引起的咽峡部左右径狭小，咽帆间隙前后径缩短或根肥厚上抬使咽峡上下径变小。生理性异常指组织结构正常而表现出功能障碍而言，如软偏长、悬雍垂过度下垂、咽后柱宽阔、咽壁粘膜下脂肪沉积、软腭松弛和咽环肥大等(图1)。,{'price': {'price': '￥2000'}}
全部或部份鼻甲切除术,甲时可行该手术进行部分切除或全部切除。,{'price': {'price': '￥300'}}
植发,“植发手术”是应用显微外科手术技术取出这一部分健康的毛囊组织，经仔细加工培养后按照自然的头发生长方向艺术化地移植于患者秃顶、脱发的部位。毛囊存活后便会生长出健康的新发，而且所长出的新发保持原有头发的一切生物学特性，不会再次脱落或坏死。长出的新发可以正常地吹发、烫发及染发，完全恢复了患者脱发前的面貌。    1、植发手术成活率高——植发手术种植后的毛囊成活率高达98%-100%，植发手术种植后的毛发可正常生长、梳洗。  2、植发手术效果真实自然——人体正常毛发密度为每平方厘米60-70根，植发手术种植后的毛发密度可接近正常密度。  3、安全无痛苦——植发手术所种植的毛发取自于自身，安全无排异性，无不良反应，手术时间短，过程轻松舒适，可以听音乐、聊天.  4、植发手术后无痕迹——植发手术精致细腻，创伤小，术后无痕迹。无需住院，不影响日常工作生活。,{'price': {'price': ''}}
冷光牙齿美白术,冷光美白牙齿技术是将波长介于480-520nanometer之间的高强度蓝光，经由光纤传导，通过两片30多层镀膜的特殊光学镜，再经过特殊光学处理，隔除一切有害的紫外线和红外线，将过氧化氢和直径为20纳米的二氧化硅等为主体的美白剂，快速产生氧化还原作用。通过牙小管，去除牙齿表面及深层附着的色素，从而达到美白的效果。,{'price': {'price': '￥30'}}
结膜结石剔除术,是在睑结膜上的多发性坚硬的黄点，这是上皮细胞堆积和粘液浓缩压入的产物。没有临床症状的不用治疗，如果刺激结膜或，需要用异物针剔除就可以了，术后滴抗生素眼液.,{'price': {'price': '￥25'}}
腺样体切除术,腺样体除术，此手术适用于腺样体炎反复急性发作，腺样体过度肥大，腺样体良性肿瘤等症，手术方法分为剥离法、挤切法。手术后会有出血、等并发症。手术常同扁桃体切除术一并进行，如果扁桃体不大且很少则可单独行腺样体切除。,{'price': {'price': '￥350'}}
白内障囊外摘除术,囊外摘除术是指在同轴光照明下的显微手术，其手术方式是刺破并撕去前囊中央部分，将晶体核娩出，用白内障同步注吸针头吸净周边囊袋内的皮质，保留完整的晶体后囊和周边的前囊。白内障外摘除术的主要优点是保留了晶体后囊，便于植入和固定人工晶体，适合于成年人核性白内障。目前在发达地区，囊外摘除术和人工晶体植入术是主要的手术方式。,{'price': {'price': '￥1290-￥3650'}}
眦部缺损修复术,眦部缺损。眦部缺损大多为肿物切除所致。,{'price': {'price': '￥1000'}}
鼻骨折开放性复位术,骨不能用手法复位者，一般采用开放性复位，即手术疗法。,{'price': {'price': ''}}
有机玻璃修补术,眶缘骨质缺损。,{'price': {'price': '￥1510'}}
眼眶内异物摘除术,⑴眶缘部表浅异物;  ⑵位于肌、视神经和大血管附近的异物;  ⑶眶壁附近的锐性异物;  ⑷异物部分进入颅内或窦等组织;  ⑸有毒性的异物;  ⑹木质异物;  ⑺铜、铁类化学性质活跃的金属类异物。,{'price': {'price': '￥1360'}}
咽部血管瘤硬化剂注射术,部亦为常见的咽部良性肿瘤。对于有咽部不适或吞咽不便等症状而较局限的血管瘤，适用此法。,{'price': {'price': ''}}
外眦松解术,手术切除下睑肿物、外伤等因素，导致下睑小范围缺损，如拉拢缝合有困难(一般下睑缺损1/4范围，可以拉拢缝合)，可以采用，以便将颞侧睑组织向缺损创面推移，修复缺损。,{'price': {'price': ''}}
上颌骨截除及眶内容剜出术,向上发展，穿破眶底壁并且眶骨膜已受肿瘤侵蚀者，除应将上颌骨截除以外，尚须同时作眶内容剜除术。  托 上颌骨全截除切口  上颌骨全截除切口加下睑缘切口  切开上唇  分离上颌窦前壁，暴露梨状孔、骨及眶下缘  凿断上颌骨额突及颧突  切开硬粘膜  自鼻棘正中凿开硬腭  剪断上颌与翼突连接部 上颌骨取出后术腔及面颊部植皮 用凡士林纱布和碘仿纱条充填术腔 缝合手术切口,{'price': {'price': '￥1700'}}
喉疤痕性狭窄整复术,疤痕性狭窄常因喉部的各种外伤，如钝器压挤伤，刀、剪等锐器的切割伤，枪弹的穿通伤，强酸强碱等化学物质的烧灼伤及手术的误伤(如高位、麻醉插管留置过久)等引起。压挤伤、切割伤、穿通伤可造成喉软骨支架塌陷、残缺，造成严重的狭窄或闭锁。化学性烧灼伤使喉内粘膜及粘膜下软、，形成疤痕造成喉腔狭窄。高位气管切开则多因切断环状软骨，加上气管套管的异物刺激，口邻近组织，形成声门下狭窄。  喉狭窄是目前治疗上比较困难和复杂的问题，尤其是狭窄范围较广或经多次手术未见成效的病例，处理上更为困难，因此应重视喉狭窄的预防。例如喉外伤时，应早期修复，控制感染，并尽量保留喉内粘膜、软骨，避免高位气管切开术等。若于急救时喉部伤口中放置气管套管或其他插管，应及早改作低位气管切开术，以免留置过久，造成喉狭窄。,{'price': {'price': '￥1500'}}
喉疤痕性狭窄成形术,对于较严重的疤痕狭窄，或喉裂开置硅胶管扩张失败的病例，移植全层皮片是较有效的措施。全层皮片移植存活后，较少挛缩，但很难存活，因喉腔疤痕切除后，腔内仅存残缺软骨支架及周边粘膜，血供甚差，加上固定困难，故宜在颈部作带蒂皮瓣或皮管，以利全皮存活。,{'price': {'price': '￥1500'}}
恶性青光眼的手术治疗,恶性是指闭角型青光手术后所发生的浅产房或无前房、尽管切除孔通畅但的这种状况。使用缩瞳剂治疗可使病情恶化。如不及时正确地治疗，可导致。,{'price': {'price': ''}}
额肌瓣术,适用于上睑提肌功能较差(上睑提肌的肌力小于4mm)，额肌功能完备的患者。,{'price': {'price': ''}}
鼻中膈脓疡或血肿引流术,是中隔术后将积血引流出来的方法之一。,{'price': {'price': ''}}
鼻中隔造形术,一种新的改良中隔矫正手术术式，能将偏曲、缺损的鼻中隔重新造形，回复鼻中隔功能。,{'price': {'price': '￥800'}}
鼻中隔黏膜下矫正术,是科常见的急诊之一，而引起的鼻出血在临床上占有相当大的比例。采用粘膜下中膈矫正术可纠正此类病症。,{'price': {'price': '￥800'}}
鼻翼、鼻小柱缺损整复术,翼和鼻小柱由于外伤或感染等原因而造成缺损，其整复手术须视其缺损的部位、大小和形状而制定整复方案。,{'price': {'price': ''}}
鼻泪管义管植入法,泪管尚通畅，控制了炎症的慢性。,{'price': {'price': ''}}
闭合式玻璃体切除术,⑴手术并发玻璃体外溢，用切割头切除嵌在伤口处及前部玻璃体，避免晚期并发症，如、牵拉性等。  ⑵角巩膜裂伤合并玻璃体嵌顿，同时损伤晶体时，可一并切除。  ⑶伴晶体混浊或后发障的穿透性移植术，同时行混浊晶状体切除。,{'price': {'price': ''}}
蝶窦炎手术,鼻腔周围面颅骨的含气空腔；左右共有4对：称额窦、上颌窦、筛窦、和蝶窦。因其解剖特点各窦可单独发病，也可形成多蝶窦炎。本病一般分为急性和慢性2类，其原因很多，较复杂。急性蝶窦炎多由急性鼻炎导致；慢性蝶窦炎常因急性蝶窦炎未能彻底治愈或反复发作而形成。目前认为蝶窦炎的发病原因主要是由于是各种原因引起的窦口阻塞导致蝶窦内的感染，其中鼻息肉是引起蝶窦开口阻塞的重要原因，而蝶窦的炎症刺激反过来又促进鼻息肉的生长。另外，游泳时污水进入蝶窦，邻近器官感染扩散，鼻腔肿瘤妨碍蝶窦引流，以及外伤等均可引起蝶窦炎。,{'price': {'price': ''}}
眦角移位Z形成形矫正术,远内眦畸形，内眦角明显向颞下方移位者。,{'price': {'price': '￥1000'}}
下鼻甲成型术,下甲成形术是尽量保留下鼻甲黏膜，缩小下鼻甲体积，以改善鼻腔通气。,{'price': {'price': ''}}
经鼻外筛窦切除术,筛窦病变往往累及上颌窦、眶、额窦，应根据不同情况，采用不同进路;如累及上颌窦可采取经上颌窦切除后组筛窦，如累及眼眶或额窦需行外筛窦手术，此手术易于观察病变范围，而且可以完全切除筛窦及其附近的病变组织。,{'price': {'price': '￥1380'}}
环咽肌切开术,可用减弱或去除UES 高压区。环肌切开术始于1951 年，此术是原发性环咽肌弛缓和开放异常及咽部憩室惟一有效的治疗方法，一经确诊应及早手术。,{'price': {'price': ''}}
中轴玻璃体切除术,同轴玻璃体切除术，是一种通过观察系统、照明  玻璃体切除术系统、手术系统于直视下在前房、玻璃体腔、视网膜前、视网膜下等内空间进行操作的手术方法，包括玻璃体切除、抗生素灌洗、眼球内或球壁异物取出、视网膜前膜或下膜的剪除或剥除，必要时还可联合视网膜光凝、电凝、冷凝、眼内气体或硅油填充等。,{'price': {'price': '￥2000'}}
增殖体切除术,1.儿童增殖体明显肥大引起、、睡时发鼾声，发声时带音者。  2.致，屡发非化脓性及化脓性中炎，久治不愈者。  3.有“增殖体面容”，伴有、发育障碍等，无其他病因可查知者。,{'price': {'price': ''}}
咽侧脓肿切开引流术,侧间隙感染，有形成。,{'price': {'price': ''}}
新喉再造术,是80年代发展的一项新技术，于1981年由上海医科大学黄鹤年首创。主要应用于患需行次的患者，在根除病变的基础上，对的发音、呼吸和吞三种功能进行重建。喉重建是由Arslan Serafini(1971)首创气管与咽直接吻合的方法，以颈段气管上端代替喉部，使发音和呼吸功能的重建有了较大的进展，国内外喉科专家们曾不断加以改进，但还存在误咽，易导致，甚至有阻塞呼吸道，引起的报道，对发音和吞咽功能发生矛盾的问题，尚未能妥善解决，其主要原因是因颈段气管在解剖结构上尚未能代替喉的生理功能。因此，作用创用以自体软骨、骨、肌肉和神经组织进行重建的新喉再造术。,{'price': {'price': ''}}
松弛性下睑外翻手术,老年人因睑、眼轮匝肌和内外眦韧带松弛，致使下睑失去固有张力而外翻者。,{'price': {'price': ''}}
双叶移位皮瓣鼻背部缺损整复术,上半部(2/5)的有一定的游动度，不似鼻下部(3/5)那样致密和粘连得牢固。如果这里的皮肤有不太大的缺损，可以利用鼻邻近处的皮瓣进行修复。它具有取材容易，往往可以一期(或二期)完成。皮肤的厚度、色泽均极相似，成活率高，感染少、愈合好和美容效果好等优点，故为医师们所乐用，这种皮瓣可以有下列数种。  双叶移位皮瓣这种皮瓣可以转移45°～180°，经设计后的双叶皮瓣，可用以整复较大的缺损处，取皮区根据缺损的部位，可来自眉间，也可来自鼻颊部。,{'price': {'price': ''}}
舌部分切除术,是最常见的，男性多于女性。癌多数为鳞癌，尤其在舌前2/3部位，腺癌较少见，多位于舌根部，舌根部有时也可发生上皮癌及未分化癌。舌癌多发生于舌缘，其次为舌尖、舌背及舌根等处，常为型或浸润型。一般恶性程度较高，生长快，浸润性较强，常波及舌肌，致使，使说话、进食及吞均发生困难。舌癌向后可以侵犯舌弓及扁桃体，晚期舌癌可蔓延至口底及颌骨，使全舌固定。,{'price': {'price': '￥1500'}}
上斜肌折叠术,可以用腱切除术，断腱术或后徙术有效地减弱上斜肌功能。手术时应尽少破坏腱鞘和附带的筋膜层。,{'price': {'price': ''}}
轻度瘢痕性眼睑外翻手术治疗,由于睑垂直切割伤、撕裂伤、炎症、眼眶，或邻近部位手术过程中切除过多等原因引起的轻度瘢痕性。,{'price': {'price': '￥880'}}
内镜鼻咽肿瘤切除术,是指采用内镜微创外科技术，经鼻腔或进路，进行鼻部手术的新技术。该部位传统的手术方式或是在盲视下(如腺样体切除)进行，或是需经鼻面部切开或经口硬切开手术。手术大，术后留有面部癍痕，或发生并发症(硬腭)风险。,{'price': {'price': ''}}
眶底骨折修复术,陈旧眶底，位下降，眼球上转受限。,{'price': {'price': ''}}
矫牙,齿矫正是通过正畸或外科手术等方法治疗错颌畸形，错颌畸形是指儿童生长发育过程中，由先天因素或后天因素导致的牙齿、颌骨、颅面的畸形，错颌畸形与、一起被列为三大常见病，其患病率高达人口的50%以上。,{'price': {'price': ''}}
睑板切除术,1.睑板明显增殖变厚者。  2.由于睑板增殖变形发生严重内翻并用其他手术方式矫正失败者。,{'price': {'price': ''}}
后鼻孔闭锁症开放术,用手术方法去除闭锁间隔，有经腔、经、经鼻中隔、经上颌窦4种途径，应根据患儿年龄、症状程度、间隔性质与厚度，以及全身情况而定。可行后症开放术。,{'price': {'price': '￥1300'}}
晶状体内磁性异物摘除术,适用于内磁性异物者。,{'price': {'price': ''}}
基底部玻璃体切除术,适用于严重前部及后部PVR病例，做360°切除。,{'price': {'price': '￥2000'}}
环状软骨舌骨固定术,(cricohyoicopexy)、环状软骨会厌软骨骨固定术(cricohyoidoepiglottopexy)是一种功能性切除术。其目的是既能切除喉部肿瘤，又能维持喉的呼吸和吞功能，而不需戴气管套管。手术的条件是要保留环状软骨以达到维持足够的呼吸通道，还要保留一侧杓状软骨、切除或保留会厌软骨，与舌骨固定缝合，游离和松弛颈段气管，使与舌根接近，以求保持吞咽功能。,{'price': {'price': ''}}
